greenery,water,urban,lat,lon,patch_idx
0.003333333333,3.617777778,96.37888889,40.761983,-73.968726,ny_354
0.004444444444,2.865555556,97.13,40.760805,-73.968726,ny_355
0.001111111111,9.758888889,90.24,40.759626,-73.968726,ny_356
0,7.572222222,92.42777778,40.758448,-73.968726,ny_357
0.9766666667,5.172222222,93.85111111,40.757269,-73.968726,ny_358
7.042222222,0.5277777778,92.43,40.756091,-73.968726,ny_359
10.49888889,1.551111111,87.95,40.754913,-73.968726,ny_360
4.272222222,3.227777778,92.5,40.753734,-73.968726,ny_361
10.89555556,3.367777778,85.73666667,40.752556,-73.968726,ny_362
4.636666667,1.474444444,93.88888889,40.751377,-73.968726,ny_363
11.28111111,3.176666667,85.54222222,40.750199,-73.968726,ny_364
2.921111111,8.938888889,88.14,40.74902,-73.968726,ny_365
13.67333333,5.144444444,81.18222222,40.747842,-73.968726,ny_366
1.766666667,47.59111111,50.64222222,40.746663,-73.968726,ny_367
0,89,11,40.745484,-73.968726,ny_368
0,92.75777778,7.242222222,40.744306,-73.968726,ny_369
52.03111111,3.964444444,44.00444444,40.786723,-73.967157,ny_370
62.26555556,10.16555556,27.56888889,40.785545,-73.967157,ny_371
70.88444444,0.2122222222,28.90333333,40.784367,-73.967157,ny_372
72.09333333,0.08222222222,27.82444444,40.783189,-73.967157,ny_373
77.51555556,0.1744444444,22.31,40.782011,-73.967157,ny_374
79.83888889,0.9877777778,19.17333333,40.780833,-73.967157,ny_375
60.66888889,5.316666667,34.01444444,40.779655,-73.967157,ny_376
56.16111111,3.713333333,40.12555556,40.778477,-73.967157,ny_377
65.7,2.331111111,31.96888889,40.777299,-73.967157,ny_378
74.37444444,1.783333333,23.84222222,40.776121,-73.967157,ny_379
63.8,11.79777778,24.40222222,40.774943,-73.967157,ny_380
49.80555556,22.86888889,27.32555556,40.773765,-73.967157,ny_381
32.21666667,4.375555556,63.40777778,40.772587,-73.967157,ny_382
15.4,1.846666667,82.75333333,40.771409,-73.967157,ny_383
6.431111111,2.858888889,90.71,40.770231,-73.967157,ny_384
2.128888889,2.292222222,95.57888889,40.769052,-73.967157,ny_385
2.133333333,5.415555556,92.45111111,40.767874,-73.967157,ny_386
6.271111111,4.507777778,89.22111111,40.766696,-73.967157,ny_387
11.85444444,0.6011111111,87.54444444,40.765518,-73.967157,ny_388
10.28666667,2.275555556,87.43777778,40.764339,-73.967157,ny_389
2.962222222,5.407777778,91.63,40.763161,-73.967157,ny_390
0.003333333333,2.361111111,97.63555556,40.761983,-73.967157,ny_391
0.001111111111,3.615555556,96.38333333,40.760805,-73.967157,ny_392
0.01111111111,6.487777778,93.50111111,40.759626,-73.967157,ny_393
0.8555555556,9.69,89.45444444,40.758448,-73.967157,ny_394
1.405555556,7.403333333,91.19111111,40.757269,-73.967157,ny_395
5.887777778,0.5811111111,93.53111111,40.756091,-73.967157,ny_396
12.37666667,0.09888888889,87.52444444,40.754913,-73.967157,ny_397
2.664444444,0.49,96.84555556,40.753734,-73.967157,ny_398
16.35666667,3.821111111,79.82222222,40.752556,-73.967157,ny_399
57.48888889,0.1011111111,42.41,40.751377,-73.967157,ny_400
13.40888889,0.2233333333,86.36777778,40.750199,-73.967157,ny_401
1.362222222,36.80222222,61.83555556,40.74902,-73.967157,ny_402
0,85.81777778,14.18222222,40.747842,-73.967157,ny_403
0,92.95222222,7.047777778,40.746663,-73.967157,ny_404
0,92.95444444,7.045555556,40.745484,-73.967157,ny_405
0,92.95,7.05,40.744306,-73.967157,ny_406
2.483333333,89.16333333,8.353333333,40.786723,-73.965587,ny_407
0,92.97444444,7.025555556,40.785545,-73.965587,ny_408
34.45555556,39.28777778,26.25666667,40.784367,-73.965587,ny_409
63.45777778,0.2755555556,36.26666667,40.783189,-73.965587,ny_410
79.33777778,0.03777777778,20.62444444,40.782011,-73.965587,ny_411
80.85111111,0.7355555556,18.41333333,40.780833,-73.965587,ny_412
74.28666667,1.416666667,24.29666667,40.779655,-73.965587,ny_413
56.73888889,1.726666667,41.53444444,40.778477,-73.965587,ny_414
